Date,Tractor_Model,Demand_Units,Supplier,Supplier_Delay_Days,Component_Failure_Rate,Inventory_Levels,Warehouse_Location,Inflation_Rate,Market_Trend_Index
2023-04-02,TX-400,76,Supplier B,11,0.088,1148,NY,3.93,0.72
2021-01-10,TX-500,393,Supplier A,17,0.04,2059,FL,2.03,0.24
2021-10-14,TX-100,204,Supplier B,25,0.099,1678,NY,5.44,0.31
2023-07-15,TX-500,121,Supplier C,7,0.002,3798,IL,2.43,0.38
2021-07-02,TX-100,496,Supplier D,16,0.07,449,TX,5.46,0.18
2023-01-02,TX-200,229,Supplier E,24,0.092,1578,IL,3.83,0.48
2020-03-13,TX-300,96,Supplier D,23,0.054,1920,TX,4.26,0.13
2020-11-03,TX-400,291,Supplier D,2,0.099,1341,IL,2.66,0.32
2020-07-17,TX-100,408,Supplier C,25,0.071,4030,IL,2.5,0.11
2023-02-27,TX-200,326,Supplier A,3,0.043,975,TX,3.71,0.04
2021-07-25,TX-300,420,Supplier D,9,0.052,3820,NY,2.7,0.36
2022-03-01,TX-300,362,Supplier A,15,0.088,1641,IL,3.4,0.62
2023-03-20,TX-300,154,Supplier A,19,0.096,3805,TX,3.48,0.15
2023-05-14,TX-100,144,Supplier C,1,0.056,3801,TX,2.72,0.99
2020-06-27,TX-200,268,Supplier D,11,0.031,3638,IL,2.81,0.27
2020-07-15,TX-500,219,Supplier C,15,0.024,919,NY,5.88,0.02
2022-01-04,TX-200,415,Supplier C,26,0.048,4009,FL,4.14,0.03
2020-03-29,TX-200,481,Supplier E,9,0.03,4116,CA,5.24,0.67
2022-03-09,TX-200,332,Supplier C,4,0.042,308,FL,1.71,0.67
2023-12-28,TX-100,177,Supplier E,28,0.083,1984,IL,1.51,0.9
2022-02-26,TX-100,249,Supplier A,11,0.047,4602,IL,3.84,0.09
2022-01-17,TX-100,466,Supplier A,2,0.064,2228,TX,5.22,0.38
2023-04-21,TX-200,381,Supplier B,11,0.009,4088,NY,4.25,0.89
2020-07-27,TX-100,84,Supplier B,26,0.076,206,NY,4.28,0.8
2021-05-07,TX-300,403,Supplier A,0,0.048,2795,IL,2.13,0.23
2023-02-27,TX-100,193,Supplier D,1,0.036,2585,NY,5.9,0.89
2021-10-26,TX-400,341,Supplier B,10,0.061,3185,CA,3.88,0.68
2022-11-02,TX-100,115,Supplier C,11,0.01,4886,NY,1.96,0.26
2022-05-20,TX-100,268,Supplier B,6,0.041,4129,NY,3.36,0.04
2022-01-01,TX-100,105,Supplier A,0,0.081,1525,TX,1.82,0.5
2023-02-03,TX-100,194,Supplier D,27,0.026,4705,IL,3.38,0.71
2023-10-30,TX-400,453,Supplier A,12,0.091,1217,NY,4.7,0.27
2021-11-28,TX-500,262,Supplier D,12,0.06,2229,IL,2.96,0.17
2023-01-27,TX-100,143,Supplier B,1,0.054,4156,NY,2.91,0.08
2021-08-16,TX-300,155,Supplier C,29,0.04,340,NY,3.81,0.84
2022-06-04,TX-400,133,Supplier C,9,0.074,264,NY,3.74,0.05
2022-05-01,TX-500,185,Supplier A,22,0.056,1596,TX,3.6,0.61
2023-04-30,TX-100,195,Supplier D,0,0.08,3201,NY,3.83,0.76
2020-11-20,TX-500,298,Supplier B,6,0.033,2606,FL,1.72,0.78
2022-09-05,TX-300,67,Supplier D,12,0.07,403,CA,3.63,0.65
2022-08-13,TX-400,451,Supplier D,23,0.094,4874,NY,5.96,0.65
2022-06-12,TX-400,174,Supplier D,26,0.028,4990,FL,4.94,0.47
2023-10-22,TX-500,51,Supplier B,28,0.098,1011,IL,2.79,0.42
2023-09-03,TX-100,381,Supplier D,29,0.041,3072,TX,4.55,0.14
2020-05-23,TX-200,249,Supplier C,1,0.004,4119,IL,2.98,0.54
2021-01-18,TX-400,484,Supplier A,19,0.036,2861,TX,2.36,0.07
2020-08-03,TX-200,187,Supplier E,6,0.015,705,IL,4.98,0.47
2023-10-16,TX-400,252,Supplier D,16,0.03,1138,IL,2.44,0.73
2020-11-19,TX-100,447,Supplier C,21,0.01,506,CA,5.36,0.44
2022-11-04,TX-100,331,Supplier C,4,0.018,1171,CA,3.21,0.51
2020-08-04,TX-400,352,Supplier A,10,0.013,4309,CA,4.91,0.84
2022-08-08,TX-500,79,Supplier A,21,0.004,4721,IL,2.67,0.65
2020-07-01,TX-100,105,Supplier E,23,0.03,4543,TX,4.44,0.13
2020-09-26,TX-100,168,Supplier E,10,0.094,1552,CA,2.46,0.54
2022-08-02,TX-300,475,Supplier E,10,0.095,2553,TX,1.6,0.36
2022-05-19,TX-100,181,Supplier B,16,0.085,3087,TX,5.17,0.21
2021-04-11,TX-300,280,Supplier B,18,0.001,2889,NY,5.35,0.65
2020-10-31,TX-100,444,Supplier C,26,0.003,3769,FL,5.46,0.39
2023-03-13,TX-100,201,Supplier A,28,0.001,300,IL,1.66,0.77
2020-04-20,TX-500,470,Supplier D,24,0.037,882,FL,4.92,0.59
2022-10-10,TX-500,435,Supplier A,27,0.098,2860,IL,5.26,0.1
2020-08-19,TX-100,445,Supplier B,7,0.09,3813,TX,2.9,0.35
2021-08-17,TX-400,70,Supplier C,19,0.025,1038,FL,3.62,0.27
2023-07-20,TX-400,497,Supplier D,26,0.041,3216,NY,3.34,0.15
2020-06-21,TX-100,117,Supplier E,13,0.082,3717,FL,3.48,0.8
2022-08-30,TX-400,175,Supplier E,9,0.076,2520,FL,5.31,0.38
2022-10-27,TX-100,92,Supplier B,24,0.013,863,NY,3.38,0.61
2023-03-24,TX-500,231,Supplier C,6,0.011,2994,NY,2.86,0.88
2021-06-29,TX-200,149,Supplier A,1,0.054,1354,CA,2.09,0.54
2021-07-01,TX-300,428,Supplier B,16,0.01,4719,IL,4.54,0.26
2021-06-01,TX-400,495,Supplier A,0,0.083,1898,TX,1.88,0.79
2022-07-02,TX-400,398,Supplier D,12,0.025,1369,FL,1.78,0.44
2020-08-02,TX-500,445,Supplier A,18,0.019,4293,FL,4.57,0.56
2020-05-13,TX-400,289,Supplier D,28,0.019,2940,TX,4.62,0.9
2020-10-11,TX-100,434,Supplier C,13,0.005,812,NY,2.4,0.49
2023-02-23,TX-100,249,Supplier B,25,0.064,773,NY,5.81,0.33
2021-11-16,TX-200,466,Supplier A,17,0.016,4704,FL,5.05,0.73
2023-03-21,TX-200,497,Supplier C,19,0.023,1041,FL,4.59,0.13
2020-11-26,TX-200,165,Supplier C,13,0.075,1042,TX,4.89,0.91
2023-11-07,TX-100,164,Supplier A,14,0.006,4571,TX,3.35,0.92
2023-02-12,TX-200,191,Supplier E,13,0.02,3843,IL,3.55,0.58
2022-06-12,TX-200,168,Supplier E,23,0.015,2016,NY,5.42,0.15
2023-07-31,TX-100,142,Supplier D,4,0.0,3936,CA,1.61,0.45
2022-06-17,TX-500,447,Supplier C,15,0.054,2528,CA,5.11,0.42
2023-01-03,TX-400,58,Supplier B,4,0.019,3474,TX,3.51,0.3
2023-04-04,TX-300,122,Supplier B,21,0.063,1289,IL,3.59,0.18
2023-04-27,TX-100,75,Supplier C,12,0.05,4956,FL,2.97,0.26
2020-03-18,TX-100,482,Supplier E,27,0.067,3053,TX,4.23,0.56
2022-08-04,TX-300,288,Supplier C,15,0.098,2413,TX,4.54,0.69
2021-11-18,TX-300,411,Supplier D,14,0.022,3724,TX,2.22,0.98
2020-01-21,TX-200,194,Supplier C,4,0.067,1352,CA,4.05,0.22
2021-07-19,TX-300,117,Supplier A,20,0.083,2009,TX,3.59,0.2
2023-04-22,TX-400,237,Supplier E,29,0.096,2346,IL,5.02,0.12
2023-05-30,TX-400,415,Supplier A,22,0.062,2774,CA,3.95,0.94
2022-04-06,TX-400,180,Supplier A,5,0.013,3424,IL,3.43,0.38
2023-09-13,TX-400,270,Supplier C,28,0.005,2702,CA,3.88,0.92
2020-06-27,TX-400,330,Supplier C,12,0.028,254,IL,3.71,0.89
2023-02-09,TX-200,326,Supplier B,15,0.093,2947,NY,5.71,0.04
2022-12-18,TX-100,189,Supplier A,29,0.054,2774,NY,2.9,0.28
2023-09-12,TX-300,103,Supplier C,9,0.058,3965,CA,1.67,0.3
2022-06-23,TX-100,50,Supplier B,26,0.061,4153,NY,4.48,0.28
2021-10-30,TX-300,177,Supplier A,1,0.033,3741,FL,4.22,0.43
2020-07-09,TX-200,50,Supplier B,12,0.018,2479,IL,5.59,0.5
2023-05-08,TX-200,222,Supplier E,16,0.095,4603,CA,2.03,0.76
2023-08-28,TX-500,479,Supplier D,0,0.076,1627,NY,3.85,0.27
2021-12-08,TX-500,481,Supplier A,3,0.051,725,CA,2.18,0.3
2022-11-24,TX-200,440,Supplier C,17,0.038,785,FL,3.55,0.6
2021-01-13,TX-200,315,Supplier E,5,0.048,1565,CA,5.1,0.18
2021-01-21,TX-300,448,Supplier B,27,0.003,2563,CA,5.36,0.47
2020-08-24,TX-200,345,Supplier D,11,0.025,3571,TX,5.25,0.25
2021-09-07,TX-100,305,Supplier A,24,0.025,4336,TX,3.96,0.2
2020-10-09,TX-300,444,Supplier D,25,0.045,969,TX,4.35,0.8
2020-01-01,TX-200,489,Supplier E,26,0.024,3177,TX,3.98,0.71
2021-04-08,TX-300,223,Supplier D,29,0.019,3913,IL,4.03,0.25
2023-06-07,TX-300,94,Supplier A,25,0.077,2031,FL,5.48,0.42
2022-08-24,TX-400,392,Supplier E,23,0.089,1004,CA,2.44,0.15
2020-06-20,TX-500,190,Supplier B,19,0.007,1950,FL,3.47,0.05
2023-01-15,TX-300,76,Supplier A,12,0.021,2122,CA,4.25,0.59
2023-02-20,TX-300,282,Supplier D,27,0.077,1342,TX,4.94,0.36
2022-04-22,TX-400,258,Supplier A,1,0.082,2726,IL,4.93,0.21
2023-08-14,TX-200,99,Supplier E,16,0.05,2811,CA,2.03,0.11
2021-11-20,TX-300,110,Supplier D,22,0.069,1394,CA,2.5,0.68
2021-07-28,TX-400,292,Supplier B,9,0.008,2885,NY,5.6,0.27
2020-06-13,TX-100,318,Supplier C,18,0.085,4258,IL,3.11,0.91
2021-01-17,TX-400,189,Supplier B,29,0.083,963,IL,1.51,0.19
2020-07-27,TX-500,206,Supplier A,21,0.069,1656,IL,2.4,0.24
2023-12-26,TX-500,134,Supplier C,4,0.092,2660,FL,5.86,0.85
2023-11-13,TX-200,133,Supplier E,20,0.005,2402,TX,2.89,0.57
2020-08-11,TX-200,325,Supplier D,11,0.023,836,NY,4.26,0.11
2020-01-03,TX-500,80,Supplier D,17,0.036,878,FL,4.77,0.55
2021-01-06,TX-500,57,Supplier E,29,0.016,3622,TX,4.41,0.31
2021-09-02,TX-300,329,Supplier A,8,0.081,4815,CA,3.2,0.74
2020-04-25,TX-500,252,Supplier B,10,0.076,4283,NY,3.44,0.08
2023-07-17,TX-200,472,Supplier C,3,0.077,1514,FL,5.27,0.92
2021-03-22,TX-500,82,Supplier E,9,0.029,4884,NY,4.48,0.48
2023-10-23,TX-200,347,Supplier A,0,0.076,4836,TX,1.61,0.73
2023-06-30,TX-100,192,Supplier A,1,0.012,4468,FL,2.42,0.7
2023-09-02,TX-500,498,Supplier C,8,0.011,4832,FL,2.79,0.18
2021-02-18,TX-200,465,Supplier E,22,0.058,621,NY,3.14,0.88
2023-01-23,TX-400,444,Supplier B,25,0.005,2947,CA,4.1,0.23
2022-06-10,TX-300,399,Supplier B,17,0.094,4211,CA,3.15,0.19
2022-11-13,TX-200,86,Supplier E,15,0.033,2515,CA,5.21,0.52
2021-10-24,TX-500,196,Supplier D,22,0.048,4989,TX,3.63,0.98
2022-12-09,TX-500,484,Supplier B,13,0.081,4555,NY,3.76,0.31
2021-12-18,TX-100,277,Supplier D,3,0.04,330,TX,3.42,0.96
2023-09-20,TX-400,83,Supplier E,25,0.043,4807,TX,2.9,0.44
2023-01-07,TX-200,493,Supplier A,1,0.035,3564,CA,4.76,0.83
2022-11-16,TX-400,286,Supplier E,11,0.035,2664,CA,2.53,0.53
2020-09-27,TX-100,261,Supplier A,19,0.047,618,CA,4.6,0.21
2021-07-15,TX-300,358,Supplier E,4,0.095,583,NY,3.88,0.88
2022-03-14,TX-400,189,Supplier D,28,0.094,2212,NY,1.96,0.07
2020-09-03,TX-100,239,Supplier D,29,0.055,2366,CA,1.58,0.68
2021-01-21,TX-200,145,Supplier E,3,0.046,3951,TX,2.26,0.83
2021-12-02,TX-300,243,Supplier A,14,0.081,4371,NY,4.92,0.83
2021-07-12,TX-500,410,Supplier E,2,0.068,3964,FL,3.23,0.66
2022-08-30,TX-100,353,Supplier A,21,0.088,1133,TX,5.12,0.25
2023-10-16,TX-500,345,Supplier D,16,0.073,865,TX,3.76,0.53
2022-09-10,TX-300,201,Supplier C,7,0.095,3460,IL,1.65,0.63
2020-12-17,TX-100,483,Supplier B,11,0.089,1087,NY,5.31,0.89
2023-07-03,TX-100,272,Supplier D,20,0.086,115,FL,5.71,0.16
2023-05-30,TX-300,245,Supplier E,7,0.039,1670,NY,1.83,0.46
2022-01-22,TX-200,137,Supplier E,25,0.039,4527,TX,2.44,0.33
2022-02-19,TX-100,348,Supplier A,19,0.074,178,NY,4.72,0.43
2022-10-21,TX-300,66,Supplier B,19,0.008,3188,TX,5.99,0.18
2021-06-29,TX-400,260,Supplier D,4,0.032,1918,FL,5.44,0.22
2020-03-19,TX-500,281,Supplier B,20,0.093,1144,TX,1.95,0.77
2023-06-13,TX-100,407,Supplier B,26,0.045,1711,CA,4.23,0.48
2020-11-29,TX-400,232,Supplier D,5,0.027,531,TX,4.49,0.51
2022-06-07,TX-100,211,Supplier A,4,0.048,2703,CA,4.34,0.9
2023-10-04,TX-200,416,Supplier A,20,0.029,2175,FL,4.06,0.24
2023-01-26,TX-300,119,Supplier A,28,0.077,712,FL,2.81,0.33
2023-01-10,TX-100,109,Supplier C,7,0.085,4450,TX,4.51,0.31
2021-05-16,TX-300,228,Supplier B,21,0.078,371,CA,4.78,0.66
2022-02-03,TX-100,126,Supplier C,17,0.015,3807,TX,4.09,0.56
2022-07-09,TX-200,84,Supplier A,3,0.034,4757,FL,3.74,0.47
2021-07-03,TX-200,467,Supplier D,3,0.021,4531,CA,2.49,0.67
2020-01-14,TX-400,65,Supplier B,4,0.004,857,IL,3.95,0.48
2021-01-26,TX-200,451,Supplier D,14,0.074,4403,IL,2.08,0.82
2023-10-02,TX-300,343,Supplier E,5,0.043,4230,FL,1.83,0.41
2020-11-05,TX-200,220,Supplier B,26,0.028,213,CA,5.0,0.89
2021-01-20,TX-100,81,Supplier D,20,0.031,2062,TX,4.54,0.12
2023-05-17,TX-200,312,Supplier A,15,0.014,3165,FL,4.42,0.09
2023-10-12,TX-300,264,Supplier C,13,0.083,4048,FL,5.68,0.66
2022-08-31,TX-100,95,Supplier D,13,0.014,933,NY,3.21,0.39
2023-01-22,TX-400,238,Supplier E,15,0.034,1028,TX,3.3,0.46
2023-01-21,TX-400,323,Supplier A,26,0.001,2182,TX,3.36,0.7
2020-12-05,TX-400,120,Supplier E,21,0.044,3015,IL,3.59,0.21
2021-08-19,TX-100,345,Supplier C,23,0.035,1443,NY,3.81,0.04
2022-01-26,TX-400,137,Supplier E,3,0.072,4413,TX,5.0,0.44
2022-11-11,TX-200,383,Supplier D,10,0.072,2191,TX,2.48,0.89
2020-10-17,TX-100,483,Supplier D,18,0.004,1297,IL,3.45,0.45
2020-11-01,TX-100,310,Supplier A,24,0.012,3950,NY,3.77,0.57
2021-09-25,TX-100,231,Supplier C,18,0.09,297,NY,2.26,0.21
2023-02-25,TX-500,391,Supplier C,26,0.079,956,CA,4.66,0.46
2021-09-16,TX-300,491,Supplier B,7,0.039,4497,FL,1.75,0.48
2022-07-27,TX-500,71,Supplier B,9,0.017,2078,CA,4.14,0.24
2023-07-20,TX-500,123,Supplier D,27,0.026,3270,NY,2.41,0.16
2022-04-27,TX-500,139,Supplier E,4,0.066,4600,IL,1.54,0.35
2021-03-17,TX-300,384,Supplier E,15,0.095,1093,CA,2.92,0.04
2021-05-17,TX-500,215,Supplier A,24,0.062,945,IL,3.43,0.17
2020-05-09,TX-400,283,Supplier C,2,0.003,1847,NY,5.18,0.73
2023-03-01,TX-100,424,Supplier D,25,0.065,1667,IL,3.34,0.65
2021-08-19,TX-100,482,Supplier E,9,0.094,445,CA,5.62,0.31
2022-05-11,TX-200,178,Supplier B,23,0.036,255,NY,5.29,0.55
2023-11-14,TX-400,383,Supplier D,29,0.093,3910,NY,2.37,0.83
2021-08-15,TX-300,341,Supplier A,28,0.067,241,CA,2.2,0.84
2022-09-25,TX-100,144,Supplier D,12,0.019,203,FL,2.6,0.65
2020-11-20,TX-500,77,Supplier E,6,0.015,1338,CA,3.12,0.12
2022-12-28,TX-200,403,Supplier A,11,0.018,4149,CA,4.13,0.16
2021-03-23,TX-200,84,Supplier B,22,0.07,4303,TX,2.06,0.29
2022-03-29,TX-100,493,Supplier B,13,0.059,3631,NY,3.89,0.67
2023-04-03,TX-400,280,Supplier E,26,0.046,3975,TX,4.11,0.26
2021-12-09,TX-200,367,Supplier A,9,0.026,1352,TX,4.47,0.46
2023-12-20,TX-100,392,Supplier B,8,0.091,4822,TX,3.98,0.83
2020-09-21,TX-400,479,Supplier A,11,0.021,307,IL,5.21,0.89
2021-09-03,TX-100,413,Supplier D,23,0.028,4922,CA,4.39,0.84
2023-09-27,TX-100,174,Supplier C,2,0.005,3790,TX,5.66,0.12
2022-04-11,TX-400,128,Supplier C,29,0.028,1862,IL,4.65,0.91
2023-07-25,TX-400,430,Supplier C,12,0.092,817,IL,3.46,0.68
2021-11-04,TX-400,110,Supplier B,5,0.019,4008,NY,2.44,0.62
2020-06-05,TX-100,498,Supplier E,26,0.02,1528,CA,1.55,0.25
2023-12-16,TX-200,266,Supplier C,5,0.06,4376,FL,1.91,0.93
2020-09-07,TX-300,331,Supplier E,20,0.057,740,CA,2.35,0.02
2022-05-27,TX-300,212,Supplier C,18,0.018,1922,IL,2.47,0.08
2021-06-13,TX-100,106,Supplier D,24,0.015,3148,CA,4.84,0.15
2020-11-22,TX-100,240,Supplier C,6,0.012,3327,NY,3.24,0.69
2022-08-18,TX-200,181,Supplier E,3,0.086,2019,CA,2.96,0.62
2022-06-13,TX-400,91,Supplier B,21,0.065,1510,IL,1.74,0.94
2020-04-06,TX-100,222,Supplier D,4,0.095,570,IL,3.92,0.35
2021-05-27,TX-500,216,Supplier E,0,0.017,4199,TX,4.26,0.35
2020-08-03,TX-400,299,Supplier A,17,0.046,2351,IL,5.45,0.67
2023-03-01,TX-100,242,Supplier C,16,0.074,1501,NY,3.76,0.17
2023-07-07,TX-500,327,Supplier D,8,0.021,4778,IL,1.53,0.46
2020-05-04,TX-200,444,Supplier B,8,0.068,4799,CA,1.79,0.02
2023-01-10,TX-500,287,Supplier A,20,0.047,1597,FL,2.72,0.59
2023-07-30,TX-100,279,Supplier C,23,0.043,3562,IL,2.13,0.78
2020-02-28,TX-300,214,Supplier D,9,0.064,1820,NY,4.97,0.2
2020-06-09,TX-100,292,Supplier E,19,0.047,678,NY,1.99,0.31
2020-10-10,TX-300,139,Supplier C,16,0.082,2583,NY,2.22,0.13
2020-04-15,TX-200,228,Supplier D,12,0.093,2210,NY,4.5,0.62
2023-02-02,TX-200,107,Supplier C,28,0.059,2700,CA,2.58,0.56
2020-08-15,TX-400,312,Supplier D,3,0.03,842,TX,5.86,0.83
2020-11-13,TX-400,185,Supplier E,22,0.078,4370,FL,5.38,0.97
2022-03-12,TX-300,287,Supplier C,26,0.017,4004,TX,4.85,0.98
2022-05-23,TX-300,356,Supplier D,17,0.009,2130,TX,3.04,0.11
2021-04-16,TX-200,292,Supplier A,17,0.052,3207,TX,1.76,0.55
2022-12-15,TX-500,200,Supplier B,21,0.065,4360,CA,3.01,0.79
2021-09-16,TX-300,395,Supplier D,8,0.083,2328,FL,3.2,0.66
2020-01-13,TX-300,413,Supplier D,2,0.096,3364,IL,2.07,0.9
2022-11-07,TX-500,296,Supplier D,6,0.087,4498,IL,2.04,0.44
2021-11-24,TX-400,268,Supplier C,25,0.099,1834,FL,4.51,0.43
2022-08-30,TX-400,58,Supplier B,14,0.048,2555,FL,2.55,0.03
2020-04-22,TX-300,479,Supplier C,29,0.032,4209,NY,4.55,0.02
2020-08-16,TX-400,343,Supplier D,8,0.046,1554,TX,3.97,0.69
2020-06-19,TX-400,416,Supplier D,26,0.064,2226,NY,5.56,0.47
2020-10-21,TX-400,62,Supplier B,28,0.051,4055,CA,5.09,0.66
2020-07-07,TX-200,312,Supplier A,8,0.063,100,CA,2.18,0.24
2021-03-01,TX-100,444,Supplier C,26,0.089,746,FL,4.25,0.86
2022-09-03,TX-300,274,Supplier A,3,0.017,2642,CA,4.44,0.9
2023-01-07,TX-300,280,Supplier D,17,0.012,1968,FL,5.38,0.66
2021-10-19,TX-200,227,Supplier D,16,0.05,3286,IL,4.38,0.28
2022-07-07,TX-100,296,Supplier E,21,0.098,2723,TX,2.13,0.22
2023-04-20,TX-100,116,Supplier E,20,0.006,3445,CA,2.66,0.63
2021-05-13,TX-200,346,Supplier A,5,0.099,807,NY,4.37,0.94
2022-01-31,TX-500,206,Supplier E,6,0.097,3495,CA,5.6,0.58
2022-05-15,TX-500,214,Supplier B,24,0.029,702,TX,5.51,0.84
2022-04-05,TX-100,233,Supplier A,9,0.089,2931,CA,3.12,0.57
2020-03-11,TX-500,257,Supplier E,9,0.001,4593,FL,5.24,0.67
2020-09-04,TX-500,65,Supplier E,26,0.045,3761,CA,3.8,0.57
2020-05-25,TX-500,349,Supplier B,5,0.04,4944,IL,3.59,0.58
2023-08-12,TX-100,355,Supplier B,5,0.09,3483,IL,3.08,0.74
2021-08-04,TX-500,290,Supplier A,28,0.047,4209,CA,4.55,0.4
2021-04-14,TX-300,279,Supplier C,18,0.042,2256,NY,4.2,0.9
2020-07-11,TX-100,439,Supplier B,28,0.064,4009,CA,3.19,0.86
2022-12-27,TX-200,67,Supplier E,7,0.038,2190,FL,4.93,0.73
2021-05-08,TX-500,196,Supplier A,8,0.054,2972,FL,3.21,0.74
2020-02-21,TX-400,293,Supplier C,0,0.096,2505,FL,4.13,0.41
2022-05-31,TX-100,100,Supplier A,15,0.02,4670,NY,3.27,0.83
2020-12-28,TX-200,499,Supplier E,5,0.046,1198,IL,2.03,0.93
2022-07-05,TX-300,308,Supplier C,22,0.002,2050,FL,2.23,0.8
2021-04-18,TX-200,287,Supplier C,26,0.084,3478,FL,4.46,0.13
2021-06-04,TX-500,295,Supplier B,7,0.009,3924,CA,5.15,0.79
2023-12-25,TX-400,394,Supplier D,14,0.009,2652,IL,3.61,0.46
2023-08-14,TX-500,359,Supplier E,11,0.088,2982,FL,2.97,0.61
2023-12-29,TX-200,98,Supplier D,9,0.041,2110,FL,3.01,0.99
2021-11-21,TX-100,333,Supplier E,15,0.069,593,CA,4.19,0.36
2023-05-06,TX-400,87,Supplier A,14,0.086,1951,CA,3.6,0.35
2023-02-25,TX-400,333,Supplier D,10,0.037,2258,TX,1.5,0.26
2021-06-15,TX-200,81,Supplier C,23,0.026,4736,CA,4.97,0.13
2023-12-05,TX-500,292,Supplier B,6,0.017,2394,CA,2.14,0.17
2022-04-19,TX-200,90,Supplier E,7,0.061,4941,TX,4.54,0.51
2022-12-24,TX-400,341,Supplier B,10,0.025,3486,FL,3.05,0.91
2020-08-28,TX-200,152,Supplier E,8,0.063,1518,CA,4.1,0.81
2023-10-24,TX-400,341,Supplier C,25,0.032,3926,NY,5.35,0.18
2021-06-19,TX-500,156,Supplier C,6,0.035,4022,TX,2.19,0.56
2023-11-08,TX-100,295,Supplier C,14,0.025,2989,TX,5.0,0.85
2023-12-25,TX-100,431,Supplier C,14,0.042,4889,FL,1.67,0.54
2020-03-23,TX-200,136,Supplier C,15,0.016,340,CA,5.65,0.91
2022-09-08,TX-400,115,Supplier B,2,0.032,4891,NY,2.41,0.91
2022-08-08,TX-100,187,Supplier A,15,0.078,3002,FL,5.07,0.35
2021-09-02,TX-400,375,Supplier D,14,0.022,2500,CA,1.8,0.87
2021-07-27,TX-500,249,Supplier B,24,0.095,193,FL,2.97,0.59
2020-10-12,TX-200,384,Supplier D,0,0.049,3498,TX,4.35,0.48
2022-09-15,TX-400,142,Supplier A,13,0.011,1843,TX,4.46,0.77
2021-04-03,TX-200,496,Supplier E,23,0.094,4110,CA,4.64,0.79
2023-05-20,TX-400,397,Supplier A,21,0.046,4248,FL,3.08,0.68
2020-05-05,TX-400,327,Supplier A,10,0.056,4565,CA,4.5,0.81
2023-12-07,TX-500,69,Supplier E,2,0.019,4068,IL,3.43,0.95
2021-02-28,TX-200,338,Supplier D,8,0.033,2757,CA,4.05,0.87
2021-07-07,TX-300,448,Supplier C,5,0.07,1568,IL,3.96,0.07
2021-09-01,TX-400,440,Supplier E,22,0.012,2777,TX,2.26,0.85
2023-03-27,TX-400,139,Supplier E,15,0.057,3461,NY,5.31,0.78
2020-04-21,TX-100,99,Supplier A,10,0.069,2505,TX,5.4,0.93
2021-02-05,TX-200,59,Supplier E,17,0.0,2208,NY,2.42,0.74
2020-05-01,TX-300,128,Supplier B,16,0.084,1375,FL,3.37,0.88
2020-09-29,TX-500,86,Supplier C,16,0.006,4955,NY,3.59,0.01
2023-08-10,TX-300,108,Supplier A,2,0.025,4971,FL,3.97,0.98
2021-02-01,TX-500,137,Supplier D,26,0.096,4761,IL,1.6,0.19
2021-04-15,TX-300,153,Supplier D,18,0.008,1169,FL,4.91,0.86
2022-09-11,TX-300,368,Supplier D,23,0.083,1241,CA,5.38,0.93
2023-05-15,TX-200,326,Supplier D,22,0.065,1666,CA,2.14,0.0
2023-02-07,TX-100,153,Supplier D,14,0.06,2626,CA,5.53,0.91
2023-07-25,TX-300,303,Supplier A,9,0.058,1015,TX,5.33,0.83
2021-07-22,TX-400,279,Supplier B,7,0.017,4473,CA,3.94,0.92
2023-02-11,TX-400,384,Supplier B,16,0.067,4636,FL,2.74,0.18
2022-06-15,TX-400,86,Supplier D,3,0.095,3956,FL,2.43,0.78
2022-03-30,TX-100,350,Supplier B,7,0.008,3004,FL,3.7,0.49
2022-05-02,TX-300,191,Supplier C,25,0.033,1915,CA,3.78,0.26
2021-12-10,TX-500,92,Supplier B,1,0.047,3029,IL,4.43,0.76
2020-11-16,TX-500,165,Supplier E,22,0.023,1901,IL,5.11,0.47
2020-06-27,TX-200,390,Supplier D,7,0.074,2951,TX,5.71,0.9
2022-06-15,TX-100,133,Supplier E,29,0.069,3917,FL,5.08,0.71
2020-08-06,TX-300,466,Supplier E,24,0.012,3893,FL,5.59,0.14
2022-02-27,TX-400,308,Supplier D,6,0.057,1760,TX,3.75,0.25
2021-05-06,TX-100,409,Supplier A,27,0.037,1718,FL,1.67,0.26
2020-03-01,TX-100,136,Supplier B,8,0.023,693,NY,1.73,0.34
2022-12-13,TX-300,477,Supplier C,17,0.085,2170,TX,2.71,0.67
2021-06-21,TX-200,416,Supplier A,26,0.005,747,FL,4.26,0.89
2022-04-27,TX-200,392,Supplier C,16,0.047,1429,TX,3.01,0.59
2022-09-14,TX-200,396,Supplier D,0,0.048,1523,NY,2.25,0.75
2020-03-05,TX-400,340,Supplier B,26,0.057,980,NY,5.33,0.32
2021-08-08,TX-400,458,Supplier A,11,0.02,1334,CA,5.93,0.52
2020-06-19,TX-300,145,Supplier D,3,0.087,1717,FL,1.57,0.5
2023-07-20,TX-200,304,Supplier A,16,0.097,2243,NY,1.9,0.7
2021-06-18,TX-300,391,Supplier E,6,0.055,1556,NY,3.75,0.52
2023-11-15,TX-200,185,Supplier B,23,0.026,2930,NY,3.02,0.33
2021-11-23,TX-100,297,Supplier B,2,0.088,1172,CA,5.02,0.24
2023-09-12,TX-500,421,Supplier D,29,0.099,3832,FL,4.44,0.25
2020-04-17,TX-500,495,Supplier D,0,0.074,1178,TX,1.81,0.98
